Algorithm,Block Size,Key Size,Value
c-AES,128,128,118.99,119.02,119.26,119.82,119.17
c-AES,128,192,119.89,120.23
c-AES,128,256,117.66,118.54,119.07,118.58,118.7
c-PRESENT,64,80,210.78,210.2,208.56,208.84,209.17
c-PRESENT,64,128,215.9,215.8,217.57
c-CLEFIA,128,128,303.57,304.38
c-CLEFIA,128,192,422.33,417.98
c-CLEFIA,128,256,545.98,543.55
c-MICKEY-80,-,80,69.72,68.66,78.71,78.62,79.63
c-Trivium-80,-,80,45.79,45.79,51.25,50.48,51.27
c-Salsa-128,-,128,0.81,0.81,0.81,0.8,0.8
c-Grain-v1-80,-,80,187.14,186.7,187.15,187.31,186.01
c-Grain-128a,-,128,9.43,9.47,9.61,9.44,9.49,9.68,9.7
c-Sosemanuk-128,-,128,0.48,0.48,0.48,0.49,0.48,0.48,0.48,0.48
py-PRESENT,64,80,13693.36,13701.31,13718.98,13717.09
py-PRESENT,64,128,13926.31
py-XTEA,64,128,834.07,820.41
py-SIMON,32,64,1344.47,1366.74,1356.31,1342.1,1350.49,1353.4,1350.82,1341.76,1335.27,1348.38
py-SIMON,48,96,826.76,836.25,840.55,841.87,837.6,828.82,835.66,843.05,834.71,833.13
py-SIMON,64,96,790.57,788.24,787.05,792.58
py-SIMON,64,128,940.96,918.11,944.73,916.62
py-SIMON,128,128,630.15,645.6,628.15,639.76
py-SIMON,128,192,652.87,658.45,651.36,657.44
py-SIMON,128,256,720.9,701.29,720.93,701.77
py-SIMON,96,96,675.14,638.62,644.31,589.88,580.79,616.48,560.86
py-SPECK,32,64,882.94,869.93,886.59,867.57
py-SPECK,48,96,552.78,556.18,555.39,555.67
py-SPECK,64,96,527.77,528.22,528.0,528.97
py-SPECK,64,128,503.66,505.23,504.82,511.28
py-SPECK,128,128,316.24,319.94,316.57,314.75
py-SPECK,128,192,318.05,313.41,310.23,314.82
py-SPECK,128,256,328.32,326.73,326.36,325.47
