Algorithm,Block Size,Key Size,Value
c-AES,128,128,407.16,408.97,408.86,408.78,408.02
c-AES,128,192,402.62,403.58
c-AES,128,256,416.0,415.96,415.77,416.73,416.56
c-Grain-128a,-,128,619887.12,618505.9,619842.53,620122.54,612153.12,594641.24,602371.41
c-PRESENT,64,80,222.06,222.35,222.43,223.29,224.93
c-PRESENT,64,128,214.89,216.76,215.83
c-CLEFIA,128,128,153.54,154.83
c-CLEFIA,128,192,110.5,110.72
c-CLEFIA,128,256,86.92,86.01
c-MICKEY-80,-,80,81268.36,81165.46,73269.62,73328.01,73261.8
c-Trivium-80,-,80,133965.19,133496.31,126625.89,126461.23,126358.04
c-Salsa-128,-,128,7289092.77,7264129.07,7337746.82,7339156.87,7267133.75
c-Grain-v1-80,-,80,31221.73,31229.0,31196.73,31164.47,31102.12
c-Sosemanuk-128,-,128,12564204.16,12395575.94,12371170.25,12319658.41,12262086.07,12534161.98,12215797.97,12404187.31
py-PRESENT,64,80,3.57,3.57,3.56,3.57
py-PRESENT,64,128,3.33
py-XTEA,64,128,66.5,66.52
py-SIMON,32,64,36.66,36.3,36.07,36.32,35.13,36.95,36.7,36.82,36.91,36.8
py-SIMON,48,96,56.96,56.84,55.63,55.85,56.59,57.05,56.78,55.69,56.23,56.5
py-SIMON,64,96,57.75,57.9,58.02,57.94
py-SIMON,64,128,50.01,49.21,50.17,49.04
py-SIMON,128,128,72.67,73.83,72.98,74.03
py-SIMON,128,192,72.81,74.32,72.54,74.42
py-SIMON,128,256,66.56,65.45,66.86,65.34
py-SIMON,96,96,68.28,71.56,69.93,72.55,72.46,74.13,72.24
py-SPECK,32,64,6342.04,6289.5,6433.81,6331.91
py-SPECK,48,96,14300.33,14382.35,14336.01,14399.7
py-SPECK,64,96,14070.45,14104.51,14060.29,14056.17
py-SPECK,64,128,13373.99,13427.5,13355.89,13407.29
py-SPECK,128,128,22939.39,22801.1,22924.53,23255.15
py-SPECK,128,192,23058.23,22955.3,23545.66,23414.82
py-SPECK,128,256,22125.55,22172.13,22821.28,22836.77
