Algorithm,Block Size,Key Size,Value
c-AES,128,128,114.81,114.3,114.34,114.36,114.57
c-AES,128,192,116.11,115.83
c-AES,128,256,112.37,112.38,112.43,112.18,112.22
c-PRESENT,64,80,210.52,210.24,210.17,209.36,207.83
c-PRESENT,64,128,217.54,215.67,216.59
c-CLEFIA,128,128,304.46,301.92
c-CLEFIA,128,192,423.05,422.21
c-CLEFIA,128,256,537.84,543.5
c-MICKEY-80,-,80,71.9,71.99,79.75,79.69,79.76
c-Trivium-80,-,80,43.62,43.77,46.15,46.21,46.24
c-Salsa-128,-,128,0.8,0.8,0.8,0.8,0.8
c-Grain-v1-80,-,80,187.16,187.11,187.31,187.5,187.88
c-Grain-128a,-,128,9.43,9.45,9.43,9.42,9.55,9.83,9.7
c-Sosemanuk-128,-,128,0.47,0.47,0.47,0.47,0.48,0.47,0.48,0.47
py-PRESENT,64,80,13110.24,13112.27,13114.98,13112.18
py-PRESENT,64,128,14048.57
py-XTEA,64,128,702.91,702.72
py-SIMON,32,64,1274.99,1287.91,1296.08,1287.2,1330.7,1265.06,1273.7,1269.69,1266.59,1270.34
py-SIMON,48,96,820.64,822.43,840.27,836.95,826.07,819.35,823.37,839.36,831.32,827.35
py-SIMON,64,96,809.47,807.37,805.7,806.84
py-SIMON,64,128,934.77,949.94,931.71,953.17
py-SIMON,128,128,643.32,633.2,640.56,631.45
py-SIMON,128,192,642.06,629.03,644.46,628.16
py-SIMON,128,256,702.31,714.23,699.22,715.46
py-SIMON,96,96,684.68,653.27,668.5,644.36,645.17,630.64,647.09
py-SPECK,32,64,921.37,929.07,908.23,922.85
py-SPECK,48,96,408.62,406.29,407.6,405.8
py-SPECK,64,96,415.3,414.29,415.6,415.72
py-SPECK,64,128,436.92,435.18,437.51,435.84
py-SPECK,128,128,254.73,256.28,254.9,251.27
py-SPECK,128,192,253.42,254.56,248.17,249.56
py-SPECK,128,256,264.1,263.55,256.05,255.88
