Algorithm,Block Size,Key Size,Value
c-AES,128,128,3343.19,3396.84,3401.31,4727.1
c-AES,128,192,4377.57,5289.37,5220.98,5223.56
c-AES,128,256,5167.28,5331.01,5296.87,5352.78,5343.69,5356.54
c-PRESENT,64,80,1787.73,1787.1,1780.56,1788.0,1787.29
c-PRESENT,64,128,1820.75,1811.81,1822.16,1815.43,1823.33
c-CLEFIA,128,128,2284.42,2355.64,2353.93,2351.54,2355.02
c-CLEFIA,128,192,1675.46,1689.21,1720.98,1720.13,1722.68
c-CLEFIA,128,256,1378.34,1382.24,1385.65,1382.9,1385.33
c-ASCON,-,128,9734241.77,18742758.22,19050043.65,20857372.84,21332838.69
c-Grain-128a,-,128,11381911.93,12164984.73,12032990.26,12645374.8,12076535.62
c-MICKEY-80,-,80,1333115.64,1367703.54,1388579.1,1380822.38,1410640.87
c-Trivium-80,-,80,2325704.31,2640683.26,2690915.0,2703880.31,2715943.7
c-Salsa-128,-,128,125490748.46,124857330.75,119406462.9,108613830.18,115837864.46
c-Grain-v1,-,80,536154.39,538881.34,539462.02,539222.97,539522.34,527572.99
c-Sosemanuk-128,-,128,151713608.5,151825242.52,151644561.99,156349748.87,153619536.85,166009128.48,165483776.6,153440187.53,146047082.82,160653936.05
py-AES,128,128,18098.85,18220.36,18411.18,18696.13,19178.71
py-AES,128,192,15907.03,16128.33,15952.29,15949.26,16002.52
py-AES,128,256,13547.91,13608.68,13392.55,13529.7,13514.84,13734.84,13359.75,13597.21,13740.52,13732.16
py-PRESENT,64,80,53.4,53.9,53.82,53.41,53.91
py-PRESENT,64,128,55.59,55.62,54.39,54.72,54.68
py-XTEA,64,128,731.67,728.62,732.61,737.03,737.77
py-SIMON,32,64,496.86,498.61,502.94,504.95,511.15
py-SIMON,48,96,681.43,683.35,677.98,677.75,682.22
py-SIMON,64,96,714.03,708.45,706.91,708.09,728.01
py-SIMON,64,128,693.23,688.56,691.09,687.41,694.95
py-SIMON,96,96,946.44,943.18,943.38,960.72,957.62
py-SIMON,128,128,934.15,939.72,940.89,933.98,942.13
py-SIMON,128,192,907.97,912.06,911.94,917.09,914.57
py-SIMON,128,256,891.83,880.97,878.25,890.58,884.97
py-SPECK,32,64,93905.32,93994.65,94083.74,94918.34,94885.74
py-SPECK,48,96,132568.06,135981.85,137064.73,137560.49,136268.62
py-SPECK,64,96,135114.81,133477.12,135054.77,135081.98,134182.82
py-SPECK,64,128,127178.1,128607.5,129497.43,129882.4,129724.15
py-SPECK,96,96,196901.7,197695.78,198499.03,198218.31,196477.63
py-SPECK,128,128,229255.69,229079.41,229368.04,228184.78,230172.5
py-SPECK,128,192,225673.47,227004.72,229661.25,227218.98,228682.76
py-SPECK,128,256,219268.37,220554.65,218916.17,218699.33,223553.71
