Algorithm,Block Size,Key Size,Value
c-AES,128,128,31.02,45.73,50.09,51.17
c-AES,128,192,30.91,45.75,47.65,49.82
c-AES,128,256,30.92,30.91,45.5,50.33,50.52,46.54
c-PRESENT,64,80,37.94,58.04,66.26,56.48,65.31
c-PRESENT,64,128,37.92,57.68,66.5,60.55,54.54
c-CLEFIA,128,128,31.02,45.34,49.08,54.93,55.11
c-CLEFIA,128,192,30.94,44.42,49.13,49.14,55.01
c-CLEFIA,128,256,30.94,44.42,49.13,51.26,55.05
c-ASCON,-,128,32.18,66.32,88.63,110.86,133.02
c-Grain-128a,-,128,32.18,65.55,87.99,110.21,137.98
c-MICKEY-80,-,80,32.23,43.45,43.48,43.38,43.38
c-Trivium-80,-,80,26.64,37.79,43.25,49.02,54.55
c-Salsa-128,-,128,26.6,37.75,43.21,48.97,60.12
c-Grain-v1,-,80,27.03,38.11,43.84,49.41,54.95,26.71
c-Sosemanuk-128,-,128,27.1,38.18,43.9,49.47,55.01,26.84,37.92,43.46,49.22,54.76
py-AES,128,128,31.98,45.68,49.29,51.39,53.92
py-AES,128,192,31.19,45.21,49.06,50.58,53.84
py-AES,128,256,31.05,44.73,47.73,31.08,50.97,44.94,45.29,48.74,50.49,55.3
py-PRESENT,64,80,37.59,57.59,64.95,70.38,57.05
py-PRESENT,64,128,37.68,53.25,57.54,63.35,68.38
py-XTEA,64,128,37.63,53.64,56.04,64.58,68.61
py-SIMON,32,64,51.55,69.73,68.36,80.99,80.99
py-SIMON,48,96,42.43,65.3,68.53,61.37,61.97
py-SIMON,64,96,37.64,57.47,64.49,60.03,64.94
py-SIMON,64,128,37.65,57.3,65.86,54.01,62.68
py-SIMON,96,96,33.01,48.51,54.35,52.24,56.53
py-SIMON,128,128,30.59,45.05,48.74,51.05,56.45
py-SIMON,128,192,30.61,45.06,48.79,52.09,45.78
py-SIMON,128,256,30.65,45.1,49.02,51.45,46.6
py-SPECK,32,64,51.63,69.6,87.32,70.61,83.5
py-SPECK,48,96,42.48,59.6,70.91,59.26,68.91
py-SPECK,64,96,37.69,54.06,54.19,60.21,54.4
py-SPECK,64,128,37.61,53.65,65.93,65.91,66.76
py-SPECK,96,96,32.9,48.68,51.63,52.78,49.87
py-SPECK,128,128,30.75,44.41,48.82,50.57,50.76
py-SPECK,128,192,30.75,44.43,48.84,50.97,50.97
py-SPECK,128,256,30.57,45.27,49.09,56.71,56.89


