Algorithm,Block Size,Key Size,Value
c-PRESENT,64,80,258.44,258.67,258.03,258.08,258.18,258.14,257.31,256.17,258.02,258.25
c-PRESENT,64,128,254.44,256.39,257.09,254.36,254.22,257.21,257.34,257.16,253.99,257.37
py-PRESENT,64,80,3.41,3.41,3.41,3.41
py-PRESENT,64,128,3.36
py-XTEA,64,128,68.23,69.68,69.54,68.08,69.5,69.52,68.19,69.51,69.46,68.19
c-CLEFIA,128,128,167.62,167.56,167.55,167.52,167.53,167.22,167.35,167.28,167.25,167.38
c-CLEFIA,128,192,117.81,119.18,119.23,119.11,118.95,119.14,119.14,119.15,119.23,119.11
c-CLEFIA,128,256,91.77,91.72,91.77,91.75,91.63,91.88,91.86,91.88,91.87,91.84
py-SIMON,32,64,34.77,34.2,34.47,34.83,34.61,34.54,34.61,34.84,35.01,34.67
py-SIMON,48,96,56.54,55.9,55.62,55.53,55.81,56.4,55.94,55.45,56.0,56.11
py-SIMON,64,96,59.13,59.31,59.4,58.98
py-SIMON,64,128,49.68,50.92,49.48,51.0
py-SIMON,128,128,74.18,72.41,74.42,73.07
py-SIMON,128,192,71.6,71.0,71.77,71.1
py-SIMON,128,256,64.85,66.66,64.84,66.61
py-SIMON,96,96,69.24,73.2,72.55,79.25,80.49,75.83,83.35
py-SPECK,32,64,6618.13,6717.09,6590.88,6735.37
py-SPECK,48,96,10570.95,10506.37,10521.16,10515.89
py-SPECK,64,96,11071.88,11062.48,11067.02,11046.71
py-SPECK,64,128,11601.92,11565.84,11575.17,11428.96
py-SPECK,128,128,18477.51,18263.93,18458.47,18565.08
py-SPECK,128,192,18372.48,18644.71,18835.93,18561.3
py-SPECK,128,256,17797.73,17884.4,17905.03,17953.66
c-Grain-128a,-,128,612085.35,617852.29,619105.88,615164.91
