Algorithm,Block Size,Key Size,Value
c-PRESENT,64,80,2001.76,2004.9,2003.74,2004.95,1998.4,1992.23,1999.7,2006.04,2008.43,2007.14
c-PRESENT,64,128,2011.75,2008.56,2006.3,2016.75,2012.51,2013.8,2005.1,2004.06,2004.07,2043.27
py-XTEA,64,128,863.61,922.92,925.95,929.59,929.67,932.3,934.28,931.65,930.65,944.08
c-CLEFIA,128,128,2444.12,2563.59,2569.49,2571.01,2546.2,2555.75,2564.29,2567.52,2562.27,2561.77
c-CLEFIA,128,192,1844.24,1866.86,1871.12,1868.5,1874.46,1870.65,1869.91,1870.42,1873.42,1869.58
c-CLEFIA,128,256,1436.56,1436.31,1435.87,1436.48,1438.29,1434.08,1433.57,1433.65,1432.85,1432.73
py-SIMON,32,64,530.48,544.5,551.97,552.81,553.74,553.5,550.49,551.48,549.76,550.41
py-SIMON,48,96,725.33,726.76,725.77,728.89,729.53,733.85,728.1,735.37,732.76,736.7
py-SIMON,64,96,790.57,804.26,804.7,807.53,803.41,804.17,803.12,796.03,795.62,803.56
py-SIMON,64,128,764.37,768.52,770.03,771.38,697.22,769.63,770.81,773.33,772.45,772.37
py-SIMON,128,128,1017.82,1001.43,1008.62,1011.9,1021.24,1015.96,1017.77,1025.41,1016.03,1014.86
py-SIMON,128,192,1001.6,996.97,994.12,1002.12,1003.63,981.73,982.64,993.35,998.44,1003.32
py-SIMON,128,256,973.72,951.89,971.92,964.35,960.21,971.96,962.46,968.26,963.82,965.9
py-SPECK,32,64,113412.26,117128.46,118268.7,123055.25,122080.81,122710.01,122830.61,119834.42,118407.59,119020.02
py-SPECK,48,96,166876.06,171713.7,173154.66,173227.96,173435.11,171258.89,173533.46,170911.89,171831.33,174806.14
py-SPECK,64,96,180369.85,192274.19,188006.5,190008.68,192081.3,192458.06,192339.01,193800.72,192998.53,194068.69
py-SPECK,64,128,176351.58,185750.15,189981.85,189179.76,187538.67,189255.82,188027.67,188466.45,189611.25,188603.95
py-SPECK,128,128,309448.91,318072.16,317791.39,317035.78,313763.74,323510.32,314893.17,316865.27,328103.72,322594.48
py-SPECK,128,192,300711.44,309725.31,305579.95,306700.33,308625.56,309505.23,309174.34,309291.64,311037.13,310713.08
py-SPECK,128,256,295427.39,297899.72,300476.42,300638.76,300934.76,302110.51,300081.5,298480.88,298671.35,300162.55
c-ASCON,-,128,10814744.25,17161271.64,18347835.5,20203332.75,21233871.93,19222495.16,21019361.48,21788087.39,21479835.0,20561294.6
c-Grain-128a,-,128,11978165.02,12285756.15,12537107.65,12495236.79,12130888.06,12726704.41,12692745.4,12724433.22,12502901.63,12199298.87
