Algorithm,Block Size,Key Size,Value
c-PRESENT,64,80,23.32,23.33,23.32,23.39,23.46,23.38,23.3,23.28,23.29,23.26
c-PRESENT,64,128,23.24,23.27,23.3,23.18,23.23,23.21,23.31,23.33,23.33,22.88
py-XTEA,64,128,54.13,50.65,50.49,50.29,50.28,50.14,50.04,50.18,50.23,49.52
c-CLEFIA,128,128,19.13,18.23,18.19,18.18,18.36,18.29,18.23,18.21,18.24,18.25
c-CLEFIA,128,192,25.35,25.04,24.98,25.02,24.94,24.99,25.0,24.99,24.95,25.0
c-CLEFIA,128,256,32.54,32.55,32.56,32.54,32.5,32.6,32.61,32.61,32.63,32.63
py-SIMON,32,64,88.12,85.85,84.69,84.56,84.42,84.46,84.92,84.77,85.03,84.93
py-SIMON,48,96,64.45,64.32,64.41,64.13,64.08,63.7,64.2,63.57,63.8,63.45
py-SIMON,64,96,59.13,58.12,58.09,57.89,58.19,58.13,58.21,58.73,58.76,58.18
py-SIMON,64,128,61.16,60.83,60.71,60.6,67.05,60.74,60.65,60.45,60.52,60.52
py-SIMON,128,128,45.93,46.68,46.35,46.2,45.78,46.01,45.93,45.59,46.01,46.06
py-SIMON,128,192,46.67,46.89,47.02,46.65,46.58,47.62,47.57,47.06,46.82,46.59
py-SIMON,128,256,48.01,49.11,48.1,48.48,48.68,48.1,48.57,48.28,48.5,48.4
py-SPECK,32,64,51.52,49.89,49.41,47.49,47.86,47.62,47.57,48.76,49.35,49.1
py-SPECK,48,96,58.6,56.95,56.47,56.45,56.38,57.1,56.35,57.21,56.91,55.94
py-SPECK,64,96,32.4,30.39,31.08,30.75,30.42,30.36,30.38,30.15,30.28,30.11
py-SPECK,64,128,33.13,31.46,30.76,30.89,31.16,30.88,31.08,31.0,30.82,30.98
py-SPECK,128,128,18.88,18.37,18.39,18.43,18.62,18.06,18.56,18.44,17.81,18.11
py-SPECK,128,192,19.43,18.87,19.12,19.05,18.93,18.88,18.9,18.89,18.79,18.81
py-SPECK,128,256,19.78,19.62,19.45,19.44,19.42,19.34,19.47,19.58,19.56,19.47
c-ASCON,-,128,0.54,0.34,0.32,0.29,0.28,0.3,0.28,0.27,0.27,0.28
c-Grain-128a,-,128,0.49,0.48,0.47,0.47,0.48,0.46,0.46,0.46,0.47,0.48
