Algorithm,Block Size,Key Size,Value
c-PRESENT,64,23.11,23.03,23.07,23.19,23.27,23.3,22.92,22.87,23.08,23.1,22.85
c-PRESENT,64,128,22.79,22.87,22.83,22.8,22.78,22.81,22.83,22.82,22.86,22.83
py-XTEA,64,128,57.95,54.96,54.78,54.49,54.0,54.81,54.11,54.54,54.83,54.8
c-CLEFIA,128,128,17.66,16.74,16.64,16.66,16.69,16.72,16.75,16.77,16.75,16.74
c-CLEFIA,128,192,24.83,24.67,24.7,24.68,24.68,24.6,24.6,24.7,24.63,24.6
c-CLEFIA,128,256,32.02,32.26,32.27,32.18,32.09,32.23,32.29,32.23,32.18,32.27
py-SIMON,32,64,87.43,86.09,85.4,85.49,85.42,85.52,85.81,85.79,85.98,86.59
py-SIMON,48,96,64.82,65.87,65.32,64.92,64.48,64.55,65.09,65.1,64.64,64.49
py-SIMON,64,96,59.5,58.8,58.79,58.81,58.79,58.73,58.61,59.17,59.24,59.08
py-SIMON,64,128,61.63,61.5,61.74,61.33,65.74,61.32,61.28,61.29,61.46,61.18
py-SIMON,128,128,46.55,46.77,46.52,46.13,46.23,46.21,46.26,45.83,46.52,46.29
py-SIMON,128,192,46.95,47.19,46.93,46.8,47.24,47.5,47.64,47.16,46.73,46.69
py-SIMON,128,256,48.45,49.5,48.13,48.98,48.92,48.4,48.61,48.75,48.8,48.88
py-SPECK,32,64,54.09,53.68,53.11,53.19,52.75,52.81,52.92,53.26,53.35,52.38
py-SPECK,48,96,62.76,62.52,62.21,62.22,63.12,62.01,62.75,63.02,61.48,61.33
py-SPECK,64,96,36.04,35.66,35.47,34.89,34.85,34.91,34.73,34.75,34.86,35.39
py-SPECK,64,128,36.63,35.92,36.26,36.27,36.02,35.97,36.16,35.99,36.16,36.4
py-SPECK,128,128,22.08,21.98,21.42,21.66,21.48,21.0,21.47,21.29,21.0,21.11
py-SPECK,128,192,22.19,22.35,22.37,22.21,22.06,21.84,22.0,21.8,21.76,21.88
py-SPECK,128,256,23.23,23.2,22.8,22.77,22.77,22.74,23.1,22.89,23.06,22.99
c-ASCON,-,128,0.58,0.31,0.33,0.32,0.3,0.29,0.27,0.29,0.29,0.27
c-Grain-128a,-,128,0.5,0.48,0.48,0.46,0.48,0.47,0.46,0.46,0.46,0.48
