Algorithm,Block Size,Key Size,Value
c-AES,128,128,3576.83,5752.32,5894.36,5975.35,6218.42,6177.87,6169.06,6150.06,6187.25,6105.83
c-AES,128,192,4804.36,5887.13,5896.33,5975.95,6095.27,6148.74,6124.59,5996.69,6094.44,5960.89
c-AES,128,256,5452.27,5688.62,5505.65,5983.08,5984.74,5924.83,5999.72,5876.51,6010.32,5945.66
c-PRESENT,64,80,1818.18,1809.32,1802.46,1788.92,1798.26,1802.24,1796.71,1843.64,1833.91,1844.17
c-PRESENT,64,128,1797.65,1815.95,1794.97,1786.81,1807.36,1804.36,1813.89,1849.11,1844.15,1845.68
c-CLEFIA,128,128,2092.14,2318.7,2311.15,2325.54,2312.65,2284.84,2294.97,2305.11,2285.72,2276.7
c-CLEFIA,128,192,1528.21,1659.1,1660.97,1654.6,1656.84,1667.09,1655.13,1655.87,1638.07,1660.58
c-CLEFIA,128,256,1280.07,1294.58,1293.22,1292.27,1295.42,1288.89,1286.81,1288.9,1259.52,1273.11
c-ASCON,-,128,31846.42,32888.77,81663.3,106999.65,131597.34,145195.95,127670.86,129489.63,117586.45,54573.09
c-Grain-128a,-,128,85789.34,92811.91,89435.42,94913.3,95354.57,90455.06,83704.15,95372.98,90688.36,93867.84
c-Grain-v1,-,80,4191.39,4150.45,4201.36,4321.03,4279.5,4343.61,4285.45,4335.61,4270.71,4338.14
c-MICKEY-80,-,80,10188.56,10844.61,11018.91,11071.43,11606.9,11634.66,11233.1,11504.91,11349.16,11877.39
c-Trivium-80,-,80,16644.14,18719.88,20018.2,19791.97,20605.05,21523.24,20915.12,21025.89,20529.22,21189.52
c-Salsa-128,-,128,852942.55,911311.17,899557.8,874971.89,877003.48,852556.96,876893.33,906107.66,862320.41,854389.58
c-Sosemanuk-128,-,128,869614.2,958197.86,982339.13,1055977.87,782157.48,946290.0,1014710.47,992071.73,965496.18,943859.32
py-AES,128,128,160.39,168.11,171.45,170.95,172.31,173.65,174.58,171.89,176.23,173.6
py-AES,128,192,134.09,140.88,145.69,145.67,147.14,144.65,143.66,145.88,147.1,147.97
py-AES,128,256,119.92,121.93,125.86,125.17,125.62,126.45,124.96,126.17,124.95,128.33
py-PRESENT,64,80,63.3,65.22,65.13,66.29,64.04,66.77,66.16,67.28,66.97,66.87
py-PRESENT,64,128,63.67,65.3,67.28,65.64,66.43,68.52,65.7,67.85,67.6,67.19
py-XTEA,64,128,721.35,727.53,764.71,777.21,757.57,761.29,778.41,768.06,788.27,779.59
py-SIMON,32,64,511.54,535.29,518.56,554.65,522.13,538.22,565.38,542.66,543.3,528.37
py-SIMON,48,96,688.28,678.14,735.77,764.7,762.3,738.4,743.31,728.42,738.37,728.87
py-SIMON,64,96,722.81,733.7,784.37,802.26,791.19,794.29,791.24,775.35,760.04,763.24
py-SIMON,64,128,718.78,712.19,746.39,778.05,765.59,749.87,776.96,762.62,758.15,770.27
py-SIMON,96,96,988.48,989.92,1040.49,1065.86,1056.02,1024.72,1038.11,1034.88,1025.35,1060.68
py-SIMON,128,128,1041.05,1032.22,1062.67,1114.71,1081.22,1052.4,1048.97,1050.96,1062.47,1072.4
py-SIMON,128,192,1021.54,1042.64,1049.81,1080.39,1064.88,1058.08,1039.61,1037.74,1049.4,1092.73
py-SIMON,128,256,983.32,1000.93,975.2,968.77,999.03,967.34,1050.47,969.92,972.5,998.41
py-SPECK,32,64,714.48,685.99,695.68,729.28,728.63,717.48,696.61,700.29,724.95,726.58
py-SPECK,48,96,993.65,983.45,1027.37,1025.07,1041.98,996.29,1017.07,1023.65,1019.86,1024.66
py-SPECK,64,96,1001.95,1023.71,1077.28,1081.03,1087.67,1078.3,1075.68,1099.79,1078.26,1080.41
py-SPECK,64,128,1038.43,1003.44,1038.14,978.94,1043.5,1040.99,1047.87,1047.38,1074.78,1041.22
py-SPECK,96,96,1607.49,1570.03,1650.04,1659.62,1663.23,1596.26,1619.95,1642.09,1658.18,1625.09
py-SPECK,128,128,1738.21,1757.84,1718.35,1752.13,1802.33,1759.07,1773.17,1756.47,1760.31,1782.88
py-SPECK,128,192,1586.19,1645.82,1701.0,1758.43,1712.22,1708.49,1691.35,1630.14,1707.09,1684.53
py-SPECK,128,256,1562.93,1636.67,1628.14,1687.1,1702.34,1640.15,1629.4,1636.48,1643.91,1694.11
